time=2016-05-30T22:00:23, team=167, userid=1410, assignmentid=5328 
time=2016-06-06T16:03:05, team=121, userid=1321, assignmentid=7994
time=2016-06-06T16:03:05, team=185, userid=1840, assignmentid=7995
time=2016-06-06T16:03:05, team=73, userid=1845, assignmentid=7996
time=2016-06-06T16:03:05, team=164, userid=315, assignmentid=7997
time=2016-06-06T16:03:05, team=161, userid=616, assignmentid=7998
time=2016-06-06T16:03:05, team=28, userid=1013, assignmentid=7999
time=2016-06-06T16:03:05, team=202, userid=1065, assignmentid=8000
time=2016-06-06T16:03:05, team=202, userid=1572, assignmentid=8001
time=2016-06-06T16:33:05, team=96, userid=119, assignmentid=8004
time=2016-06-06T16:33:05, team=55, userid=268, assignmentid=8005
time=2016-06-06T16:33:05, team=89, userid=730, assignmentid=8006
time=2016-06-06T16:33:05, team=154, userid=743, assignmentid=8007
time=2016-06-06T16:33:05, team=121, userid=1011, assignmentid=8008
time=2016-06-06T16:33:05, team=139, userid=1248, assignmentid=8009
time=2016-06-06T16:33:05, team=3, userid=1405, assignmentid=8010
time=2016-06-06T16:33:05, team=70, userid=1724, assignmentid=8011
time=2016-06-06T16:33:05, team=161, userid=1850, assignmentid=8012
time=2016-06-06T16:33:05, team=106, userid=586, assignmentid=8013
time=2016-06-06T16:33:05, team=17, userid=725, assignmentid=8014
time=2016-06-06T17:03:05, team=150, userid=889, assignmentid=8049
time=2016-06-06T17:03:05, team=94, userid=1196, assignmentid=8050
time=2016-06-06T17:03:05, team=50, userid=1625, assignmentid=8051
time=2016-06-06T17:03:05, team=148, userid=1903, assignmentid=8052
time=2016-06-06T17:03:05, team=17, userid=528, assignmentid=8053
time=2016-06-06T17:33:05, team=186, userid=81, assignmentid=8092
time=2016-06-06T17:33:05, team=42, userid=292, assignmentid=8093
time=2016-06-06T17:33:05, team=62, userid=630, assignmentid=8094
time=2016-06-06T17:33:05, team=122, userid=887, assignmentid=8095
time=2016-06-06T17:33:05, team=200, userid=1354, assignmentid=8096
time=2016-06-06T17:33:05, team=57, userid=1690, assignmentid=8097
time=2016-06-06T17:33:05, team=154, userid=1795, assignmentid=8098
time=2016-06-06T17:33:05, team=105, userid=237, assignmentid=8099
time=2016-06-06T17:33:05, team=202, userid=1087, assignmentid=8100
time=2016-06-06T17:33:05, team=119, userid=1898, assignmentid=8101
time=2016-06-06T17:33:05, team=164, userid=1958, assignmentid=8102
time=2016-06-06T18:03:05, team=77, userid=297, assignmentid=8138
time=2016-06-06T18:03:05, team=45, userid=1129, assignmentid=8139
time=2016-06-06T18:03:05, team=20, userid=1420, assignmentid=8140
time=2016-06-06T18:03:05, team=84, userid=1529, assignmentid=8141
time=2016-06-06T18:03:05, team=62, userid=1762, assignmentid=8142
time=2016-06-06T18:03:05, team=150, userid=1983, assignmentid=8143
time=2016-06-06T18:03:05, team=49, userid=525, assignmentid=8144
time=2016-06-06T18:03:05, team=186, userid=209, assignmentid=8145
time=2016-06-06T18:03:05, team=92, userid=479, assignmentid=8146
time=2016-06-06T18:03:05, team=156, userid=982, assignmentid=8147
time=2016-06-06T18:03:05, team=121, userid=1240, assignmentid=8148
time=2016-06-06T18:03:05, team=35, userid=1387, assignmentid=8149
time=2016-06-06T18:33:05, team=183, userid=214, assignmentid=8164
time=2016-06-06T18:33:05, team=70, userid=248, assignmentid=8165
time=2016-06-06T18:33:05, team=57, userid=1185, assignmentid=8166
time=2016-06-06T18:33:05, team=89, userid=1803, assignmentid=8167
time=2016-06-06T18:33:05, team=10, userid=1628, assignmentid=8168
time=2016-06-06T18:33:05, team=154, userid=243, assignmentid=8169
time=2016-06-06T19:03:05, team=115, userid=621, assignmentid=8182
time=2016-06-06T19:03:05, team=154, userid=1029, assignmentid=8183
time=2016-06-06T19:03:05, team=118, userid=855, assignmentid=8184
time=2016-06-06T19:33:05, team=185, userid=78, assignmentid=8214
time=2016-06-06T19:33:05, team=189, userid=601, assignmentid=8215
time=2016-06-06T19:33:05, team=186, userid=1062, assignmentid=8216
time=2016-06-06T19:33:05, team=57, userid=1095, assignmentid=8217
time=2016-06-06T19:33:05, team=55, userid=1234, assignmentid=8218
time=2016-06-06T19:33:05, team=180, userid=1377, assignmentid=8219
time=2016-06-06T19:33:05, team=34, userid=1397, assignmentid=8220
time=2016-06-06T19:33:05, team=121, userid=1819, assignmentid=8221
time=2016-06-06T19:33:05, team=94, userid=1273, assignmentid=8222
time=2016-06-06T19:33:05, team=99, userid=48, assignmentid=8223
time=2016-06-06T20:03:05, team=119, userid=62, assignmentid=8248
time=2016-06-06T20:03:05, team=106, userid=328, assignmentid=8249
time=2016-06-06T20:03:05, team=49, userid=379, assignmentid=8250
time=2016-06-06T20:03:05, team=69, userid=619, assignmentid=8251
time=2016-06-06T20:03:05, team=84, userid=801, assignmentid=8252
time=2016-06-06T20:03:05, team=174, userid=1316, assignmentid=8253
time=2016-06-06T20:03:05, team=200, userid=1682, assignmentid=8254
time=2016-06-06T20:03:05, team=57, userid=1456, assignmentid=8255
time=2016-06-06T20:03:05, team=99, userid=781, assignmentid=8256
time=2016-06-06T20:03:05, team=44, userid=864, assignmentid=8257
time=2016-06-06T20:03:05, team=3, userid=838, assignmentid=8258
time=2016-06-06T20:33:05, team=31, userid=456, assignmentid=8277
time=2016-06-06T20:33:05, team=162, userid=486, assignmentid=8278
time=2016-06-06T20:33:05, team=114, userid=829, assignmentid=8279
time=2016-06-06T20:33:05, team=105, userid=1268, assignmentid=8280
time=2016-06-06T20:33:05, team=160, userid=1520, assignmentid=8281
time=2016-06-06T20:33:05, team=148, userid=556, assignmentid=8282
time=2016-06-06T20:33:05, team=92, userid=342, assignmentid=8283
time=2016-06-06T21:03:05, team=70, userid=154, assignmentid=8299
time=2016-06-06T21:03:05, team=183, userid=824, assignmentid=8300
time=2016-06-06T21:03:05, team=201, userid=832, assignmentid=8301
time=2016-06-06T21:03:05, team=128, userid=1636, assignmentid=8302
time=2016-06-06T21:03:05, team=85, userid=1500, assignmentid=8303
time=2016-06-06T21:03:05, team=94, userid=1515, assignmentid=8304
time=2016-06-06T21:33:05, team=96, userid=181, assignmentid=8337
time=2016-06-06T21:33:05, team=156, userid=302, assignmentid=8338
time=2016-06-06T21:33:05, team=150, userid=1331, assignmentid=8339
time=2016-06-06T21:33:05, team=163, userid=1651, assignmentid=8340
time=2016-06-06T21:33:05, team=54, userid=1873, assignmentid=8341
time=2016-06-06T21:33:05, team=183, userid=1680, assignmentid=8342
time=2016-06-06T21:33:05, team=152, userid=1161, assignmentid=8343
time=2016-06-06T22:03:05, team=10, userid=305, assignmentid=8352
time=2016-06-06T22:03:05, team=109, userid=493, assignmentid=8353
time=2016-06-06T22:03:05, team=133, userid=695, assignmentid=8354
time=2016-06-06T22:03:05, team=81, userid=1195, assignmentid=8355
time=2016-06-06T22:03:05, team=121, userid=1245, assignmentid=8356
time=2016-06-06T22:03:05, team=6, userid=627, assignmentid=8357
time=2016-06-06T22:03:05, team=17, userid=1971, assignmentid=8358
time=2016-06-06T22:03:05, team=200, userid=670, assignmentid=8359
time=2016-06-06T22:33:05, team=106, userid=42, assignmentid=8386
time=2016-06-06T22:33:05, team=139, userid=491, assignmentid=8387
time=2016-06-06T22:33:05, team=37, userid=654, assignmentid=8388
time=2016-06-06T22:33:05, team=131, userid=1344, assignmentid=8389
time=2016-06-06T22:33:05, team=31, userid=1409, assignmentid=8390
time=2016-06-06T22:33:05, team=196, userid=979, assignmentid=8391
time=2016-06-06T22:33:05, team=128, userid=644, assignmentid=8392
time=2016-06-06T23:03:05, team=45, userid=206, assignmentid=8402
time=2016-06-06T23:03:05, team=122, userid=321, assignmentid=8403
time=2016-06-06T23:03:05, team=176, userid=1171, assignmentid=8404
time=2016-06-06T23:03:05, team=152, userid=1814, assignmentid=8405
time=2016-06-06T23:03:05, team=122, userid=1846, assignmentid=8406
time=2016-06-06T23:03:05, team=71, userid=876, assignmentid=8407
time=2016-06-06T23:03:05, team=7, userid=764, assignmentid=8408
time=2016-06-06T23:03:05, team=161, userid=1360, assignmentid=8409
time=2016-06-06T23:33:05, team=45, userid=279, assignmentid=9073
time=2016-06-06T23:33:05, team=35, userid=564, assignmentid=9074
time=2016-06-06T23:33:05, team=42, userid=634, assignmentid=9075
time=2016-06-06T23:33:05, team=122, userid=958, assignmentid=9076
time=2016-06-06T23:33:05, team=148, userid=1068, assignmentid=9077
time=2016-06-06T23:33:05, team=50, userid=1941, assignmentid=9078
time=2016-06-06T23:33:05, team=55, userid=1126, assignmentid=9079
time=2016-06-07T00:03:05, team=201, userid=107, assignmentid=9093
time=2016-06-07T00:03:05, team=60, userid=318, assignmentid=9094
time=2016-06-07T00:03:05, team=40, userid=433, assignmentid=9095
time=2016-06-07T00:03:05, team=163, userid=1097, assignmentid=9096
time=2016-06-07T00:03:05, team=152, userid=1054, assignmentid=9097
time=2016-06-07T00:03:05, team=129, userid=1778, assignmentid=9098
time=2016-06-07T00:03:05, team=164, userid=1269, assignmentid=9099
time=2016-06-07T00:33:05, team=84, userid=956, assignmentid=9116
time=2016-06-07T00:33:05, team=4, userid=1008, assignmentid=9117
time=2016-06-07T00:33:05, team=37, userid=1132, assignmentid=9118
time=2016-06-07T00:33:05, team=17, userid=1190, assignmentid=9119
time=2016-06-07T00:33:05, team=128, userid=1697, assignmentid=9120
time=2016-06-07T00:33:05, team=40, userid=1927, assignmentid=9121
time=2016-06-07T00:33:05, team=139, userid=1641, assignmentid=9122
time=2016-06-07T00:33:05, team=107, userid=1501, assignmentid=9123
time=2016-06-07T00:33:05, team=163, userid=1775, assignmentid=9124
time=2016-06-07T00:33:05, team=69, userid=1604, assignmentid=9125
time=2016-06-07T00:33:05, team=160, userid=484, assignmentid=9126
time=2016-06-07T00:33:05, team=164, userid=1638, assignmentid=9127
time=2016-06-07T01:03:05, team=131, userid=198, assignmentid=9154
time=2016-06-07T01:03:05, team=107, userid=908, assignmentid=9155
time=2016-06-07T01:03:05, team=201, userid=1347, assignmentid=9156
time=2016-06-07T01:03:05, team=177, userid=1706, assignmentid=9157
time=2016-06-07T01:03:05, team=107, userid=1972, assignmentid=9158
time=2016-06-07T01:03:05, team=31, userid=408, assignmentid=9159
time=2016-06-07T01:03:05, team=148, userid=624, assignmentid=9160
time=2016-06-07T01:03:05, team=180, userid=1383, assignmentid=9161
time=2016-06-07T01:03:05, team=10, userid=1320, assignmentid=9162
time=2016-06-07T01:03:05, team=9, userid=740, assignmentid=9163
time=2016-06-07T01:33:05, team=144, userid=131, assignmentid=9168
time=2016-06-07T01:33:05, team=201, userid=367, assignmentid=9169
time=2016-06-07T01:33:05, team=109, userid=587, assignmentid=9170
time=2016-06-07T01:33:05, team=152, userid=1039, assignmentid=9171
time=2016-06-07T01:33:05, team=31, userid=1340, assignmentid=9172
time=2016-06-07T01:33:05, team=17, userid=721, assignmentid=9173
time=2016-06-07T01:33:05, team=196, userid=891, assignmentid=9174
time=2016-06-07T01:33:05, team=106, userid=1182, assignmentid=9175
time=2016-06-07T01:33:05, team=105, userid=1614, assignmentid=9176
time=2016-06-07T01:33:05, team=101, userid=1954, assignmentid=9177
time=2016-06-07T02:03:05, team=96, userid=101, assignmentid=9206
time=2016-06-07T02:03:05, team=128, userid=1598, assignmentid=9207
time=2016-06-07T02:03:05, team=177, userid=1473, assignmentid=9208
time=2016-06-07T02:03:05, team=81, userid=458, assignmentid=9209
time=2016-06-07T02:33:05, team=34, userid=0, assignmentid=9238
time=2016-06-07T02:33:05, team=105, userid=79, assignmentid=9239
time=2016-06-07T02:33:05, team=139, userid=1125, assignmentid=9240
time=2016-06-07T02:33:05, team=167, userid=1709, assignmentid=9241
time=2016-06-07T02:33:05, team=20, userid=711, assignmentid=9242
time=2016-06-07T03:03:05, team=150, userid=130, assignmentid=9250
time=2016-06-07T03:03:05, team=150, userid=171, assignmentid=9251
time=2016-06-07T03:03:05, team=152, userid=199, assignmentid=9252
time=2016-06-07T03:03:05, team=34, userid=434, assignmentid=9253
time=2016-06-07T03:03:05, team=85, userid=470, assignmentid=9254
time=2016-06-07T03:03:05, team=99, userid=1393, assignmentid=9255
time=2016-06-07T03:03:05, team=122, userid=1353, assignmentid=9256
time=2016-06-07T03:03:05, team=196, userid=1483, assignmentid=9257
time=2016-06-07T03:03:05, team=81, userid=135, assignmentid=9258
time=2016-06-07T03:33:05, team=115, userid=487, assignmentid=9291
time=2016-06-07T03:33:05, team=144, userid=595, assignmentid=9292
time=2016-06-07T03:33:05, team=128, userid=1376, assignmentid=9293
time=2016-06-07T03:33:05, team=131, userid=90, assignmentid=9294
time=2016-06-07T03:33:05, team=150, userid=1130, assignmentid=9295
time=2016-06-07T03:33:05, team=27, userid=847, assignmentid=9296
time=2016-06-07T03:33:05, team=57, userid=1319, assignmentid=9297
time=2016-06-07T03:33:05, team=200, userid=1165, assignmentid=9298
time=2016-06-07T04:03:05, team=7, userid=411, assignmentid=9304
time=2016-06-07T04:03:05, team=154, userid=1180, assignmentid=9305
time=2016-06-07T04:03:05, team=94, userid=1962, assignmentid=9306
time=2016-06-07T04:03:05, team=105, userid=1401, assignmentid=9307
time=2016-06-07T04:03:05, team=4, userid=730, assignmentid=9308
time=2016-06-07T04:33:05, team=89, userid=335, assignmentid=9332
time=2016-06-07T04:33:05, team=109, userid=679, assignmentid=9333
time=2016-06-07T04:33:05, team=50, userid=1259, assignmentid=9334
time=2016-06-07T04:33:05, team=177, userid=1461, assignmentid=9335
time=2016-06-07T04:33:05, team=27, userid=1061, assignmentid=9336
time=2016-06-07T05:03:05, team=81, userid=566, assignmentid=9347
time=2016-06-07T05:03:05, team=186, userid=866, assignmentid=9348
time=2016-06-07T05:03:05, team=201, userid=894, assignmentid=9349
time=2016-06-07T05:03:05, team=192, userid=965, assignmentid=9350
time=2016-06-07T05:03:05, team=106, userid=1207, assignmentid=9351
time=2016-06-07T05:03:05, team=94, userid=1824, assignmentid=9352
time=2016-06-07T05:03:05, team=147, userid=1926, assignmentid=9353
time=2016-06-07T05:03:05, team=29, userid=1845, assignmentid=9354
time=2016-06-07T05:03:05, team=6, userid=97, assignmentid=9355
time=2016-06-07T05:33:05, team=44, userid=461, assignmentid=9391
time=2016-06-07T05:33:05, team=60, userid=831, assignmentid=9392
time=2016-06-07T05:33:05, team=180, userid=1776, assignmentid=9393
time=2016-06-07T05:33:05, team=189, userid=642, assignmentid=9394
time=2016-06-07T05:33:05, team=40, userid=1462, assignmentid=9395
time=2016-06-07T05:33:05, team=163, userid=1719, assignmentid=9396
time=2016-06-07T05:33:05, team=185, userid=1619, assignmentid=9397
time=2016-06-07T06:03:05, team=73, userid=125, assignmentid=9421
time=2016-06-07T06:03:05, team=37, userid=922, assignmentid=9422
time=2016-06-07T06:03:05, team=27, userid=1266, assignmentid=9423
time=2016-06-07T06:03:05, team=42, userid=1348, assignmentid=9424
time=2016-06-07T06:03:05, team=148, userid=1969, assignmentid=9425
time=2016-06-07T06:03:05, team=152, userid=1999, assignmentid=9426
time=2016-06-07T06:03:05, team=182, userid=1390, assignmentid=9427
time=2016-06-07T06:03:05, team=37, userid=353, assignmentid=9428
time=2016-06-07T06:03:05, team=156, userid=337, assignmentid=9429
time=2016-06-07T06:03:05, team=4, userid=841, assignmentid=9430
time=2016-06-07T06:33:05, team=44, userid=1661, assignmentid=9451
time=2016-06-07T06:33:05, team=63, userid=1854, assignmentid=9452
time=2016-06-07T06:33:05, team=92, userid=1865, assignmentid=9453
time=2016-06-07T06:33:05, team=202, userid=1751, assignmentid=9454
time=2016-06-07T07:03:05, team=55, userid=109, assignmentid=9466
time=2016-06-07T07:03:05, team=119, userid=986, assignmentid=9467
time=2016-06-07T07:03:05, team=128, userid=420, assignmentid=9468
time=2016-06-07T07:03:05, team=17, userid=512, assignmentid=9469
time=2016-06-07T07:03:05, team=101, userid=1062, assignmentid=9470
time=2016-06-07T07:33:05, team=55, userid=397, assignmentid=9484
time=2016-06-07T07:33:05, team=202, userid=890, assignmentid=9485
time=2016-06-07T07:33:05, team=128, userid=1115, assignmentid=9486
time=2016-06-07T07:33:05, team=62, userid=1339, assignmentid=9487
time=2016-06-07T07:33:05, team=131, userid=1691, assignmentid=9488
time=2016-06-07T07:33:05, team=161, userid=1752, assignmentid=9489
time=2016-06-07T07:33:05, team=60, userid=1797, assignmentid=9490
time=2016-06-07T07:33:05, team=48, userid=1923, assignmentid=9491
time=2016-06-07T07:33:05, team=6, userid=1480, assignmentid=9492
time=2016-06-07T07:33:05, team=122, userid=1892, assignmentid=9493
time=2016-06-07T07:33:05, team=185, userid=1260, assignmentid=9494
time=2016-06-07T07:33:05, team=109, userid=1932, assignmentid=9495
time=2016-06-07T08:03:05, team=3, userid=1713, assignmentid=9524
time=2016-06-07T08:03:05, team=148, userid=1056, assignmentid=9525
time=2016-06-07T08:03:05, team=161, userid=480, assignmentid=9526
time=2016-06-07T08:03:05, team=88, userid=56, assignmentid=9527
time=2016-06-07T08:03:05, team=73, userid=1406, assignmentid=9528
time=2016-06-07T08:33:05, team=48, userid=376, assignmentid=9549
time=2016-06-07T08:33:05, team=27, userid=1047, assignmentid=9550
time=2016-06-07T08:33:05, team=131, userid=1092, assignmentid=9551
time=2016-06-07T08:33:05, team=73, userid=722, assignmentid=9552
time=2016-06-07T08:33:05, team=189, userid=1495, assignmentid=9553
time=2016-06-07T08:33:05, team=92, userid=1921, assignmentid=9554
time=2016-06-07T08:33:05, team=17, userid=1829, assignmentid=9555
time=2016-06-07T08:33:05, team=34, userid=1417, assignmentid=9556
time=2016-06-07T09:03:05, team=42, userid=230, assignmentid=9567
time=2016-06-07T09:03:05, team=92, userid=647, assignmentid=9568
time=2016-06-07T09:03:05, team=192, userid=1178, assignmentid=9569
time=2016-06-07T09:03:05, team=152, userid=1446, assignmentid=9570
time=2016-06-07T09:03:05, team=164, userid=1658, assignmentid=9571
time=2016-06-07T09:03:05, team=37, userid=1842, assignmentid=9572
time=2016-06-07T09:03:05, team=196, userid=779, assignmentid=9573
time=2016-06-07T09:03:05, team=42, userid=896, assignmentid=9574
time=2016-06-07T09:03:05, team=10, userid=184, assignmentid=9575
time=2016-06-07T09:03:05, team=181, userid=152, assignmentid=9576
time=2016-06-07T09:03:05, team=35, userid=1050, assignmentid=9577
time=2016-06-07T09:33:05, team=122, userid=372, assignmentid=9605
time=2016-06-07T09:33:05, team=69, userid=1128, assignmentid=9606
time=2016-06-07T09:33:05, team=181, userid=70, assignmentid=9607
time=2016-06-07T09:33:05, team=20, userid=1562, assignmentid=9608
time=2016-06-07T09:33:05, team=179, userid=1496, assignmentid=9609
time=2016-06-07T09:33:05, team=119, userid=345, assignmentid=9610
time=2016-06-07T09:33:05, team=48, userid=311, assignmentid=9611
time=2016-06-07T09:33:05, team=44, userid=1860, assignmentid=9612
time=2016-06-07T09:33:05, team=56, userid=824, assignmentid=9613
time=2016-06-07T10:03:05, team=101, userid=85, assignmentid=9623
time=2016-06-07T10:03:05, team=60, userid=110, assignmentid=9624
time=2016-06-07T10:03:05, team=48, userid=323, assignmentid=9625
time=2016-06-07T10:03:05, team=42, userid=645, assignmentid=9626
time=2016-06-07T10:03:05, team=9, userid=1524, assignmentid=9627
time=2016-06-07T10:03:05, team=92, userid=1984, assignmentid=9628
time=2016-06-07T10:03:05, team=27, userid=469, assignmentid=9629
time=2016-06-07T10:03:05, team=122, userid=48, assignmentid=9630
time=2016-06-07T10:03:05, team=160, userid=1161, assignmentid=9631
time=2016-06-07T10:03:05, team=63, userid=521, assignmentid=9632
time=2016-06-07T10:03:05, team=84, userid=1054, assignmentid=9633
time=2016-06-07T10:33:05, team=174, userid=452, assignmentid=9658
time=2016-06-07T10:33:05, team=10, userid=789, assignmentid=9659
time=2016-06-07T10:33:05, team=37, userid=823, assignmentid=9660
time=2016-06-07T10:33:05, team=201, userid=868, assignmentid=9661
time=2016-06-07T10:33:05, team=71, userid=933, assignmentid=9662
time=2016-06-07T10:33:05, team=106, userid=1590, assignmentid=9663
time=2016-06-07T10:33:05, team=88, userid=1105, assignmentid=9664
time=2016-06-07T10:33:05, team=42, userid=422, assignmentid=9665
time=2016-06-07T11:03:05, team=107, userid=172, assignmentid=9689
time=2016-06-07T11:03:05, team=31, userid=1227, assignmentid=9690
time=2016-06-07T11:03:05, team=101, userid=1458, assignmentid=9691
time=2016-06-07T11:03:05, team=179, userid=1683, assignmentid=9692
time=2016-06-07T11:03:05, team=203, userid=1786, assignmentid=9693
time=2016-06-07T11:03:05, team=31, userid=1276, assignmentid=9694
time=2016-06-07T11:03:05, team=181, userid=1660, assignmentid=9695
time=2016-06-07T11:33:05, team=182, userid=527, assignmentid=9733
time=2016-06-07T11:33:05, team=201, userid=713, assignmentid=9734
time=2016-06-07T11:33:05, team=152, userid=757, assignmentid=9735
time=2016-06-07T11:33:05, team=122, userid=1045, assignmentid=9736
time=2016-06-07T11:33:05, team=57, userid=1952, assignmentid=9737
time=2016-06-07T11:33:05, team=40, userid=560, assignmentid=9738
time=2016-06-07T11:33:05, team=42, userid=1682, assignmentid=9739
time=2016-06-07T11:33:05, team=161, userid=391, assignmentid=9740
time=2016-06-07T11:33:05, team=150, userid=230, assignmentid=9741
time=2016-06-07T12:03:05, team=114, userid=392, assignmentid=9771
time=2016-06-07T12:03:05, team=128, userid=747, assignmentid=9772
time=2016-06-07T12:03:05, team=37, userid=1679, assignmentid=9773
time=2016-06-07T12:03:05, team=179, userid=1788, assignmentid=9774
time=2016-06-07T12:03:05, team=46, userid=1894, assignmentid=9775
time=2016-06-07T12:03:05, team=186, userid=1378, assignmentid=9776
time=2016-06-07T12:03:05, team=48, userid=659, assignmentid=9777
time=2016-06-07T12:03:05, team=122, userid=582, assignmentid=9778
time=2016-06-07T12:33:05, team=196, userid=588, assignmentid=9790
time=2016-06-07T12:33:05, team=101, userid=1134, assignmentid=9791
time=2016-06-07T12:33:05, team=185, userid=1879, assignmentid=9792
time=2016-06-07T12:33:05, team=45, userid=1906, assignmentid=9793
time=2016-06-07T12:33:05, team=114, userid=1975, assignmentid=9794
time=2016-06-07T12:33:05, team=189, userid=718, assignmentid=9795
time=2016-06-07T12:33:05, team=177, userid=1605, assignmentid=9796
time=2016-06-07T12:33:05, team=45, userid=1453, assignmentid=9797
time=2016-06-07T12:33:05, team=54, userid=1544, assignmentid=9798
time=2016-06-07T12:33:05, team=164, userid=1846, assignmentid=9799
time=2016-06-07T12:33:05, team=35, userid=1745, assignmentid=9800
time=2016-06-07T13:03:05, team=177, userid=24, assignmentid=9818
time=2016-06-07T13:03:05, team=77, userid=1023, assignmentid=9819
time=2016-06-07T13:03:05, team=180, userid=1670, assignmentid=9820
time=2016-06-07T13:03:05, team=57, userid=1549, assignmentid=9821
time=2016-06-07T13:33:05, team=192, userid=15, assignmentid=9855
time=2016-06-07T13:33:05, team=7, userid=234, assignmentid=9856
time=2016-06-07T13:33:05, team=20, userid=978, assignmentid=9857
time=2016-06-07T13:33:05, team=122, userid=1816, assignmentid=9858
time=2016-06-07T13:33:05, team=96, userid=1736, assignmentid=9859
time=2016-06-07T13:33:05, team=174, userid=604, assignmentid=9860
time=2016-06-07T13:33:05, team=3, userid=238, assignmentid=9861
time=2016-06-07T13:33:05, team=105, userid=1566, assignmentid=9862
time=2016-06-07T13:33:05, team=37, userid=406, assignmentid=9863
time=2016-06-07T13:33:05, team=186, userid=247, assignmentid=9864
time=2016-06-07T13:33:05, team=48, userid=1607, assignmentid=9865
time=2016-06-07T14:03:05, team=63, userid=951, assignmentid=9878
time=2016-06-07T14:03:05, team=147, userid=928, assignmentid=9879
time=2016-06-07T14:03:05, team=131, userid=1834, assignmentid=9880
time=2016-06-07T14:33:05, team=55, userid=1038, assignmentid=9899
time=2016-06-07T14:33:05, team=107, userid=1051, assignmentid=9900
time=2016-06-07T14:33:05, team=162, userid=1379, assignmentid=9901
time=2016-06-07T14:33:05, team=89, userid=1721, assignmentid=9902
time=2016-06-07T15:03:05, team=122, userid=442, assignmentid=9925
time=2016-06-07T15:03:05, team=148, userid=567, assignmentid=9926
time=2016-06-07T15:03:05, team=84, userid=1206, assignmentid=9927
time=2016-06-07T15:03:05, team=20, userid=1373, assignmentid=9928
time=2016-06-07T15:03:05, team=62, userid=574, assignmentid=9929
time=2016-06-07T15:03:05, team=40, userid=489, assignmentid=9930
time=2016-06-07T15:03:05, team=181, userid=1898, assignmentid=9931
time=2016-06-07T15:03:05, team=6, userid=1589, assignmentid=9932
time=2016-06-07T15:33:05, team=63, userid=1202, assignmentid=9936
time=2016-06-07T15:33:05, team=92, userid=1639, assignmentid=9937
time=2016-06-07T15:33:05, team=204, userid=1272, assignmentid=9938
time=2016-06-07T15:33:05, team=105, userid=837, assignmentid=9939
time=2016-06-07T16:03:05, team=48, userid=505, assignmentid=9953
time=2016-06-07T16:03:05, team=128, userid=848, assignmentid=9954
time=2016-06-07T16:03:05, team=152, userid=1759, assignmentid=9955
time=2016-06-07T16:03:05, team=105, userid=851, assignmentid=9956
time=2016-06-07T16:03:05, team=63, userid=405, assignmentid=9957
time=2016-06-07T16:03:05, team=139, userid=670, assignmentid=9958
time=2016-06-07T16:03:05, team=203, userid=491, assignmentid=9959
time=2016-06-07T16:33:05, team=84, userid=620, assignmentid=9990
time=2016-06-07T16:33:05, team=201, userid=706, assignmentid=9991
time=2016-06-07T16:33:05, team=40, userid=1250, assignmentid=9992
time=2016-06-07T16:33:05, team=27, userid=1402, assignmentid=9993
time=2016-06-07T16:33:05, team=109, userid=1770, assignmentid=9994
time=2016-06-07T16:33:05, team=109, userid=671, assignmentid=9995
time=2016-06-07T16:33:05, team=128, userid=658, assignmentid=9996
time=2016-06-07T17:03:05, team=150, userid=1464, assignmentid=10015
time=2016-06-07T17:03:05, team=3, userid=1981, assignmentid=10016
time=2016-06-07T17:03:05, team=71, userid=396, assignmentid=10017
time=2016-06-07T17:03:05, team=49, userid=1859, assignmentid=10018
time=2016-06-07T17:03:05, team=156, userid=1778, assignmentid=10019
time=2016-06-07T17:03:05, team=49, userid=329, assignmentid=10020
time=2016-06-07T17:33:05, team=121, userid=179, assignmentid=10036
time=2016-06-07T17:33:05, team=174, userid=580, assignmentid=10037
time=2016-06-07T17:33:05, team=28, userid=1208, assignmentid=10038
time=2016-06-07T17:33:05, team=10, userid=1086, assignmentid=10039
time=2016-06-07T17:33:05, team=196, userid=1870, assignmentid=10040
time=2016-06-07T17:33:05, team=77, userid=1746, assignmentid=10041
time=2016-06-07T17:33:05, team=28, userid=969, assignmentid=10042
time=2016-06-07T18:03:05, team=200, userid=59, assignmentid=10070
time=2016-06-07T18:03:05, team=174, userid=162, assignmentid=10071
time=2016-06-07T18:03:05, team=150, userid=584, assignmentid=10072
time=2016-06-07T18:03:05, team=119, userid=1037, assignmentid=10073
time=2016-06-07T18:03:05, team=3, userid=1521, assignmentid=10074
time=2016-06-07T18:03:05, team=62, userid=952, assignmentid=10075
time=2016-06-07T18:03:05, team=85, userid=755, assignmentid=10076
time=2016-06-07T18:03:05, team=152, userid=486, assignmentid=10077
time=2016-06-07T18:03:05, team=71, userid=1062, assignmentid=10078
time=2016-06-07T18:33:05, team=205, userid=515, assignmentid=10110
time=2016-06-07T18:33:05, team=50, userid=1437, assignmentid=10111
time=2016-06-07T18:33:05, team=9, userid=1138, assignmentid=10112
time=2016-06-07T18:33:05, team=44, userid=1976, assignmentid=10113
time=2016-06-07T18:33:05, team=54, userid=459, assignmentid=10114
time=2016-06-07T18:33:05, team=62, userid=473, assignmentid=10115
time=2016-06-07T19:03:05, team=34, userid=1799, assignmentid=10139
time=2016-06-07T19:03:05, team=179, userid=203, assignmentid=10140
time=2016-06-07T19:03:05, team=179, userid=1302, assignmentid=10141
time=2016-06-07T19:03:05, team=189, userid=1996, assignmentid=10142
