time=2016-06-06T23:33:05, eventid=0, teamid=3, level=1, eventType=end
time=2016-06-10T18:03:05, eventid=377, teamid=20, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=378, teamid=27, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=379, teamid=27, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=380, teamid=28, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=381, teamid=28, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=382, teamid=29, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=383, teamid=29, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=384, teamid=31, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=385, teamid=31, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=386, teamid=34, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=387, teamid=34, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=388, teamid=35, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=389, teamid=35, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=390, teamid=40, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=391, teamid=40, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=392, teamid=42, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=393, teamid=42, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=394, teamid=44, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=395, teamid=44, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=396, teamid=45, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=397, teamid=45, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=398, teamid=46, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=399, teamid=46, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=400, teamid=48, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=401, teamid=48, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=402, teamid=49, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=403, teamid=49, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=404, teamid=50, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=405, teamid=50, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=406, teamid=54, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=407, teamid=54, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=408, teamid=55, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=409, teamid=55, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=410, teamid=56, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=411, teamid=56, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=412, teamid=57, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=413, teamid=57, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=414, teamid=60, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=415, teamid=60, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=416, teamid=62, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=417, teamid=62, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=418, teamid=63, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=419, teamid=63, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=420, teamid=69, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=421, teamid=69, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=422, teamid=70, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=423, teamid=70, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=424, teamid=71, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=425, teamid=71, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=426, teamid=73, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=427, teamid=73, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=428, teamid=77, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=429, teamid=77, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=430, teamid=81, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=431, teamid=81, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=432, teamid=84, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=433, teamid=84, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=434, teamid=85, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=435, teamid=85, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=436, teamid=88, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=437, teamid=88, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=438, teamid=89, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=439, teamid=89, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=440, teamid=92, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=441, teamid=92, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=442, teamid=94, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=443, teamid=94, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=444, teamid=96, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=445, teamid=96, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=446, teamid=99, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=447, teamid=99, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=448, teamid=101, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=449, teamid=101, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=450, teamid=105, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=451, teamid=105, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=452, teamid=106, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=453, teamid=106, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=454, teamid=107, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=455, teamid=107, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=456, teamid=109, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=457, teamid=109, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=458, teamid=114, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=459, teamid=114, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=460, teamid=115, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=461, teamid=115, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=462, teamid=118, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=463, teamid=118, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=464, teamid=119, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=465, teamid=119, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=466, teamid=121, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=467, teamid=121, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=468, teamid=122, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=469, teamid=122, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=470, teamid=128, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=471, teamid=128, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=472, teamid=129, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=473, teamid=129, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=474, teamid=131, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=475, teamid=131, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=476, teamid=133, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=477, teamid=133, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=478, teamid=139, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=479, teamid=139, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=480, teamid=144, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=481, teamid=144, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=482, teamid=147, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=483, teamid=147, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=484, teamid=148, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=485, teamid=148, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=486, teamid=150, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=487, teamid=150, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=488, teamid=152, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=489, teamid=152, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=490, teamid=154, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=491, teamid=154, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=492, teamid=156, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=493, teamid=156, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=494, teamid=160, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=495, teamid=160, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=496, teamid=161, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=497, teamid=161, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=498, teamid=162, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=499, teamid=162, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=500, teamid=163, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=501, teamid=163, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=502, teamid=164, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=503, teamid=164, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=504, teamid=167, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=505, teamid=167, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=506, teamid=173, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=507, teamid=173, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=508, teamid=174, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=509, teamid=174, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=510, teamid=176, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=511, teamid=176, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=512, teamid=177, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=513, teamid=177, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=514, teamid=179, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=515, teamid=179, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=516, teamid=180, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=517, teamid=180, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=518, teamid=181, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=519, teamid=181, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=520, teamid=182, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=521, teamid=182, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=522, teamid=183, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=523, teamid=183, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=524, teamid=185, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=525, teamid=185, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=526, teamid=186, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=527, teamid=186, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=528, teamid=189, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=529, teamid=189, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=530, teamid=192, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=531, teamid=192, level=4, eventType=start
time=2016-06-10T18:03:05, eventid=532, teamid=196, level=3, eventType=end
time=2016-06-10T18:03:05, eventid=533, teamid=196, level=4, eventType=start
time=2016-06-10T20:03:05, eventid=534, teamid=208, level=1, eventType=end
time=2016-06-10T20:03:05, eventid=535, teamid=208, level=2, eventType=start
time=2016-06-11T01:03:05, eventid=536, teamid=206, level=2, eventType=end
time=2016-06-11T01:03:05, eventid=537, teamid=206, level=3, eventType=start
time=2016-06-11T08:33:05, eventid=538, teamid=204, level=2, eventType=end
time=2016-06-11T08:33:05, eventid=539, teamid=204, level=3, eventType=start
time=2016-06-11T13:33:05, eventid=540, teamid=37, level=3, eventType=end
time=2016-06-11T13:33:05, eventid=541, teamid=37, level=4, eventType=start
time=2016-06-11T15:03:05, eventid=542, teamid=205, level=2, eventType=end
time=2016-06-11T15:03:05, eventid=543, teamid=205, level=3, eventType=start
time=2016-06-12T03:33:05, eventid=544, teamid=203, level=2, eventType=end
time=2016-06-12T03:33:05, eventid=545, teamid=203, level=3, eventType=start
time=2016-06-12T06:03:05, eventid=546, teamid=211, level=1, eventType=end
time=2016-06-12T06:03:05, eventid=547, teamid=211, level=2, eventType=start
time=2016-06-12T07:03:05, eventid=548, teamid=202, level=2, eventType=end
time=2016-06-12T07:03:05, eventid=549, teamid=202, level=3, eventType=start
time=2016-06-12T07:33:05, eventid=550, teamid=201, level=3, eventType=end
time=2016-06-12T07:33:05, eventid=551, teamid=201, level=4, eventType=start
time=2016-06-12T12:33:05, eventid=552, teamid=208, level=2, eventType=end
time=2016-06-12T12:33:05, eventid=553, teamid=208, level=3, eventType=start
time=2016-06-13T00:03:05, eventid=554, teamid=217, level=1, eventType=end
time=2016-06-13T00:03:05, eventid=555, teamid=217, level=2, eventType=start
time=2016-06-13T03:03:05, eventid=556, teamid=206, level=3, eventType=end
time=2016-06-13T03:03:05, eventid=557, teamid=206, level=4, eventType=start
time=2016-06-13T04:33:05, eventid=558, teamid=218, level=1, eventType=end
time=2016-06-13T04:33:05, eventid=559, teamid=218, level=2, eventType=start
time=2016-06-13T05:33:05, eventid=560, teamid=213, level=1, eventType=end
time=2016-06-13T05:33:05, eventid=561, teamid=213, level=2, eventType=start
time=2016-06-13T06:33:05, eventid=562, teamid=3, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=563, teamid=3, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=564, teamid=4, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=565, teamid=4, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=566, teamid=6, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=567, teamid=6, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=568, teamid=7, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=569, teamid=7, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=570, teamid=9, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=571, teamid=9, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=572, teamid=10, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=573, teamid=10, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=574, teamid=17, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=575, teamid=17, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=576, teamid=20, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=577, teamid=20, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=578, teamid=27, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=579, teamid=27, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=580, teamid=28, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=581, teamid=28, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=582, teamid=29, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=583, teamid=29, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=584, teamid=31, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=585, teamid=31, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=586, teamid=34, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=587, teamid=34, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=588, teamid=35, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=589, teamid=35, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=590, teamid=40, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=591, teamid=40, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=592, teamid=42, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=593, teamid=42, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=594, teamid=44, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=595, teamid=44, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=596, teamid=45, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=597, teamid=45, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=598, teamid=46, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=599, teamid=46, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=600, teamid=48, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=601, teamid=48, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=602, teamid=49, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=603, teamid=49, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=604, teamid=50, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=605, teamid=50, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=606, teamid=54, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=607, teamid=54, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=608, teamid=55, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=609, teamid=55, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=610, teamid=56, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=611, teamid=56, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=612, teamid=57, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=613, teamid=57, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=614, teamid=60, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=615, teamid=60, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=616, teamid=62, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=617, teamid=62, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=618, teamid=63, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=619, teamid=63, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=620, teamid=69, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=621, teamid=69, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=622, teamid=70, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=623, teamid=70, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=624, teamid=71, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=625, teamid=71, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=626, teamid=73, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=627, teamid=73, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=628, teamid=77, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=629, teamid=77, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=630, teamid=81, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=631, teamid=81, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=632, teamid=84, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=633, teamid=84, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=634, teamid=85, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=635, teamid=85, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=636, teamid=88, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=637, teamid=88, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=638, teamid=89, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=639, teamid=89, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=640, teamid=92, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=641, teamid=92, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=642, teamid=94, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=643, teamid=94, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=644, teamid=96, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=645, teamid=96, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=646, teamid=99, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=647, teamid=99, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=648, teamid=101, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=649, teamid=101, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=650, teamid=105, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=651, teamid=105, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=652, teamid=106, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=653, teamid=106, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=654, teamid=107, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=655, teamid=107, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=656, teamid=109, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=657, teamid=109, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=658, teamid=114, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=659, teamid=114, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=660, teamid=115, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=661, teamid=115, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=662, teamid=118, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=663, teamid=118, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=664, teamid=119, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=665, teamid=119, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=666, teamid=121, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=667, teamid=121, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=668, teamid=122, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=669, teamid=122, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=670, teamid=128, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=671, teamid=128, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=672, teamid=129, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=673, teamid=129, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=674, teamid=131, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=675, teamid=131, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=676, teamid=133, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=677, teamid=133, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=678, teamid=139, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=679, teamid=139, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=680, teamid=144, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=681, teamid=144, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=682, teamid=147, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=683, teamid=147, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=684, teamid=148, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=685, teamid=148, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=686, teamid=150, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=687, teamid=150, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=688, teamid=152, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=689, teamid=152, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=690, teamid=154, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=691, teamid=154, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=692, teamid=156, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=693, teamid=156, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=694, teamid=160, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=695, teamid=160, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=696, teamid=161, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=697, teamid=161, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=698, teamid=162, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=699, teamid=162, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=700, teamid=163, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=701, teamid=163, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=702, teamid=164, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=703, teamid=164, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=704, teamid=167, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=705, teamid=167, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=706, teamid=173, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=707, teamid=173, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=708, teamid=174, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=709, teamid=174, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=710, teamid=176, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=711, teamid=176, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=712, teamid=177, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=713, teamid=177, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=714, teamid=179, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=715, teamid=179, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=716, teamid=180, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=717, teamid=180, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=718, teamid=181, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=719, teamid=181, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=720, teamid=182, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=721, teamid=182, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=722, teamid=183, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=723, teamid=183, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=724, teamid=185, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=725, teamid=185, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=726, teamid=186, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=727, teamid=186, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=728, teamid=189, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=729, teamid=189, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=730, teamid=192, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=731, teamid=192, level=5, eventType=start
time=2016-06-13T06:33:05, eventid=732, teamid=196, level=4, eventType=end
time=2016-06-13T06:33:05, eventid=733, teamid=196, level=5, eventType=start
time=2016-06-13T07:03:05, eventid=734, teamid=214, level=1, eventType=end
time=2016-06-13T07:03:05, eventid=735, teamid=214, level=2, eventType=start
time=2016-06-13T10:33:05, eventid=736, teamid=204, level=3, eventType=end
time=2016-06-13T10:33:05, eventid=737, teamid=204, level=4, eventType=start
time=2016-06-13T17:03:05, eventid=738, teamid=205, level=3, eventType=end
time=2016-06-13T17:03:05, eventid=739, teamid=205, level=4, eventType=start
time=2016-06-13T22:03:05, eventid=740, teamid=219, level=1, eventType=end
time=2016-06-13T22:03:05, eventid=741, teamid=219, level=2, eventType=start
time=2016-06-13T22:33:05, eventid=742, teamid=211, level=2, eventType=end
time=2016-06-13T22:33:05, eventid=743, teamid=211, level=3, eventType=start
time=2016-06-14T00:03:05, eventid=744, teamid=220, level=1, eventType=end
time=2016-06-14T00:03:05, eventid=745, teamid=220, level=2, eventType=start
time=2016-06-14T02:03:05, eventid=746, teamid=37, level=4, eventType=end
time=2016-06-14T02:03:05, eventid=747, teamid=37, level=5, eventType=start
time=2016-06-14T05:33:05, eventid=748, teamid=203, level=3, eventType=end
time=2016-06-14T05:33:05, eventid=749, teamid=203, level=4, eventType=start
time=2016-06-14T09:03:05, eventid=750, teamid=202, level=3, eventType=end
time=2016-06-14T09:03:05, eventid=751, teamid=202, level=4, eventType=start
time=2016-06-14T12:03:05, eventid=752, teamid=200, level=1, eventType=end
time=2016-06-14T12:03:05, eventid=753, teamid=200, level=2, eventType=start
