2016-06-05T15:38:13, txID=6798, userSessionid=6452, teamid=77, userid=1451, adID=2, adCategory=sports
2016-06-11T22:08:17, txID=17687, userSessionid=15713, teamid=173, userid=1232, adID=3, adCategory=computers
2016-06-11T22:08:18, txID=17672, userSessionid=15961, teamid=179, userid=746, adID=10, adCategory=movies
2016-06-11T22:09:57, txID=17677, userSessionid=15455, teamid=106, userid=1816, adID=19, adCategory=sports
2016-06-11T22:10:07, txID=17679, userSessionid=15461, teamid=109, userid=1556, adID=11, adCategory=clothing
2016-06-11T22:11:01, txID=17688, userSessionid=15659, teamid=161, userid=424, adID=0, adCategory=hardware
2016-06-11T22:14:48, txID=17678, userSessionid=15207, teamid=46, userid=1668, adID=16, adCategory=clothing
2016-06-11T22:15:25, txID=17670, userSessionid=15285, teamid=62, userid=784, adID=1, adCategory=electronics
2016-06-11T22:16:40, txID=17665, userSessionid=15410, teamid=94, userid=31, adID=21, adCategory=movies
2016-06-11T22:16:53, txID=17690, userSessionid=16697, teamid=107, userid=528, adID=13, adCategory=hardware
2016-06-11T22:18:43, txID=17674, userSessionid=15625, teamid=152, userid=460, adID=24, adCategory=computers
2016-06-11T22:22:34, txID=17675, userSessionid=15320, teamid=73, userid=1712, adID=18, adCategory=fashion
2016-06-11T22:23:45, txID=17683, userSessionid=15571, teamid=131, userid=1502, adID=4, adCategory=clothing
2016-06-11T22:24:40, txID=17685, userSessionid=15164, teamid=34, userid=754, adID=2, adCategory=sports
2016-06-11T22:24:52, txID=17663, userSessionid=15646, teamid=160, userid=177, adID=13, adCategory=hardware
2016-06-11T22:25:25, txID=17686, userSessionid=15734, teamid=174, userid=687, adID=0, adCategory=hardware
2016-06-11T22:25:34, txID=17689, userSessionid=15360, teamid=84, userid=301, adID=28, adCategory=sports
2016-06-11T22:27:36, txID=17681, userSessionid=15133, teamid=28, userid=639, adID=10, adCategory=movies
2016-06-11T22:28:02, txID=17662, userSessionid=15543, teamid=128, userid=936, adID=19, adCategory=sports
2016-06-11T22:28:04, txID=17692, userSessionid=15055, teamid=3, userid=3, adID=26, adCategory=sports
2016-06-11T22:28:48, txID=17676, userSessionid=15122, teamid=17, userid=1241, adID=29, adCategory=games
2016-06-11T22:29:36, txID=17673, userSessionid=15488, teamid=114, userid=1597, adID=0, adCategory=hardware
2016-06-11T22:29:49, txID=17691, userSessionid=15524, teamid=121, userid=1603, adID=19, adCategory=sports
2016-06-11T22:30:35, txID=17682, userSessionid=15536, teamid=122, userid=946, adID=27, adCategory=games
2016-06-11T22:31:36, txID=17666, userSessionid=15760, teamid=177, userid=991, adID=22, adCategory=hardware
2016-06-11T22:32:01, txID=17668, userSessionid=14449, teamid=201, userid=141, adID=24, adCategory=computers
2016-06-11T22:32:43, txID=17684, userSessionid=15796, teamid=182, userid=697, adID=28, adCategory=sports
2016-06-11T22:34:21, txID=17708, userSessionid=15447, teamid=105, userid=35, adID=6, adCategory=clothing
2016-06-11T22:34:28, txID=17715, userSessionid=15560, teamid=129, userid=1003, adID=21, adCategory=movies
2016-06-11T22:36:09, txID=17712, userSessionid=15632, teamid=152, userid=1293, adID=2, adCategory=sports
2016-06-11T22:36:30, txID=17719, userSessionid=15443, teamid=101, userid=85, adID=9, adCategory=movies
2016-06-11T22:36:50, txID=17728, userSessionid=15184, teamid=42, userid=1311, adID=4, adCategory=clothing
2016-06-11T22:36:54, txID=17709, userSessionid=15439, teamid=101, userid=1738, adID=20, adCategory=sports
2016-06-11T22:37:36, txID=17726, userSessionid=15401, teamid=92, userid=1100, adID=17, adCategory=movies
2016-06-11T22:38:00, txID=17724, userSessionid=15693, teamid=164, userid=1095, adID=26, adCategory=sports
2016-06-11T22:38:44, txID=17702, userSessionid=15743, teamid=176, userid=1617, adID=7, adCategory=hardware
2016-06-11T22:40:10, txID=17722, userSessionid=17360, teamid=177, userid=559, adID=16, adCategory=clothing
2016-06-11T22:42:44, txID=17716, userSessionid=15768, teamid=179, userid=590, adID=19, adCategory=sports
2016-06-11T22:43:41, txID=17725, userSessionid=15500, teamid=115, userid=621, adID=7, adCategory=hardware
2016-06-11T22:43:46, txID=17701, userSessionid=17099, teamid=156, userid=725, adID=23, adCategory=sports
2016-06-11T22:44:42, txID=17704, userSessionid=15729, teamid=174, userid=263, adID=1, adCategory=electronics
2016-06-11T22:46:11, txID=17727, userSessionid=15433, teamid=99, userid=1312, adID=23, adCategory=sports
2016-06-11T22:46:38, txID=17703, userSessionid=15793, teamid=182, userid=269, adID=12, adCategory=games
2016-06-11T22:47:54, txID=17705, userSessionid=15552, teamid=128, userid=1598, adID=22, adCategory=hardware
2016-06-11T22:48:33, txID=17713, userSessionid=17652, teamid=213, userid=1630, adID=26, adCategory=sports
2016-06-11T22:49:28, txID=17721, userSessionid=15152, teamid=34, userid=1090, adID=28, adCategory=sports
2016-06-11T22:50:50, txID=17718, userSessionid=15680, teamid=163, userid=507, adID=4, adCategory=clothing
2016-06-11T22:51:28, txID=17707, userSessionid=15482, teamid=114, userid=1465, adID=23, adCategory=sports
2016-06-11T22:51:28, txID=17723, userSessionid=17148, teamid=205, userid=84, adID=0, adCategory=hardware
2016-06-11T22:52:01, txID=17700, userSessionid=15546, teamid=128, userid=287, adID=10, adCategory=movies
2016-06-11T22:52:25, txID=17720, userSessionid=15228, teamid=49, userid=379, adID=26, adCategory=sports
2016-06-11T22:53:08, txID=17711, userSessionid=15465, teamid=109, userid=1145, adID=5, adCategory=movies
2016-06-11T22:53:09, txID=17717, userSessionid=15358, teamid=84, userid=1361, adID=5, adCategory=movies
2016-06-11T22:55:41, txID=17706, userSessionid=15568, teamid=131, userid=1594, adID=13, adCategory=hardware
2016-06-11T22:57:33, txID=17710, userSessionid=15582, teamid=139, userid=1349, adID=23, adCategory=sports
2016-06-11T23:01:52, txID=17714, userSessionid=15832, teamid=192, userid=1561, adID=2, adCategory=sports
2016-06-11T23:03:53, txID=17749, userSessionid=15385, teamid=89, userid=1828, adID=6, adCategory=clothing
2016-06-11T23:04:15, txID=17757, userSessionid=15097, teamid=9, userid=278, adID=5, adCategory=movies
2016-06-11T23:04:50, txID=17755, userSessionid=15444, teamid=101, userid=1416, adID=21, adCategory=movies
2016-06-11T23:05:58, txID=17768, userSessionid=15622, teamid=150, userid=230, adID=9, adCategory=movies
2016-06-11T23:07:10, txID=17745, userSessionid=15358, teamid=84, userid=1361, adID=16, adCategory=clothing
2016-06-11T23:07:34, txID=17769, userSessionid=15129, teamid=27, userid=469, adID=23, adCategory=sports
2016-06-11T23:08:11, txID=17750, userSessionid=15532, teamid=122, userid=165, adID=8, adCategory=clothing
2016-06-11T23:08:42, txID=17747, userSessionid=15417, teamid=94, userid=205, adID=18, adCategory=fashion
2016-06-11T23:10:40, txID=17756, userSessionid=14272, teamid=201, userid=1363, adID=8, adCategory=clothing
2016-06-11T23:11:32, txID=17760, userSessionid=15685, teamid=164, userid=21, adID=16, adCategory=clothing
2016-06-11T23:12:41, txID=17751, userSessionid=15561, teamid=129, userid=1211, adID=3, adCategory=computers
2016-06-11T23:12:50, txID=17765, userSessionid=15069, teamid=6, userid=355, adID=2, adCategory=sports
2016-06-11T23:12:51, txID=17764, userSessionid=15210, teamid=48, userid=319, adID=28, adCategory=sports
2016-06-11T23:13:06, txID=17753, userSessionid=15062, teamid=3, userid=838, adID=6, adCategory=clothing
2016-06-11T23:13:43, txID=17759, userSessionid=15467, teamid=109, userid=1649, adID=23, adCategory=sports
2016-06-11T23:14:05, txID=17763, userSessionid=15711, teamid=173, userid=625, adID=17, adCategory=movies
2016-06-11T23:14:44, txID=17746, userSessionid=15242, teamid=50, userid=466, adID=22, adCategory=hardware
2016-06-11T23:15:50, txID=17766, userSessionid=15085, teamid=9, userid=317, adID=23, adCategory=sports
2016-06-11T23:21:26, txID=17754, userSessionid=15058, teamid=3, userid=717, adID=26, adCategory=sports
2016-06-11T23:22:12, txID=17761, userSessionid=17151, teamid=205, userid=1979, adID=2, adCategory=sports
2016-06-11T23:22:41, txID=17752, userSessionid=15118, teamid=17, userid=950, adID=17, adCategory=movies
2016-06-11T23:23:11, txID=17762, userSessionid=15102, teamid=10, userid=1899, adID=19, adCategory=sports
2016-06-11T23:31:35, txID=17758, userSessionid=15667, teamid=162, userid=524, adID=27, adCategory=games
2016-06-11T23:31:55, txID=17748, userSessionid=17360, teamid=177, userid=559, adID=9, adCategory=movies
2016-06-11T23:32:59, txID=17767, userSessionid=15648, teamid=160, userid=1988, adID=17, adCategory=movies
2016-06-11T23:38:51, txID=17779, userSessionid=15211, teamid=48, userid=893, adID=7, adCategory=hardware
2016-06-11T23:48:44, txID=17780, userSessionid=15462, teamid=109, userid=602, adID=13, adCategory=hardware
2016-06-11T23:54:14, txID=17781, userSessionid=15793, teamid=182, userid=269, adID=13, adCategory=hardware
2016-06-12T00:03:11, txID=17797, userSessionid=15624, teamid=152, userid=1567, adID=28, adCategory=sports
2016-06-12T00:06:19, txID=17787, userSessionid=15668, teamid=162, userid=1000, adID=3, adCategory=computers
2016-06-12T00:06:58, txID=17800, userSessionid=15685, teamid=164, userid=21, adID=2, adCategory=sports
2016-06-12T00:08:20, txID=17801, userSessionid=15695, teamid=167, userid=1773, adID=22, adCategory=hardware
2016-06-12T00:08:49, txID=17796, userSessionid=15383, teamid=89, userid=666, adID=18, adCategory=fashion
2016-06-12T00:11:22, txID=17794, userSessionid=15760, teamid=177, userid=991, adID=17, adCategory=movies
2016-06-12T00:11:34, txID=17795, userSessionid=15411, teamid=94, userid=804, adID=19, adCategory=sports
2016-06-12T00:12:56, txID=17798, userSessionid=15693, teamid=164, userid=1095, adID=11, adCategory=clothing
2016-06-12T00:15:32, txID=17799, userSessionid=15413, teamid=94, userid=352, adID=20, adCategory=sports
2016-06-12T00:15:45, txID=17806, userSessionid=15401, teamid=92, userid=1100, adID=11, adCategory=clothing
2016-06-12T00:17:02, txID=17802, userSessionid=15384, teamid=89, userid=1467, adID=22, adCategory=hardware
2016-06-12T00:19:13, txID=17789, userSessionid=15295, teamid=63, userid=1310, adID=23, adCategory=sports
2016-06-12T00:19:45, txID=17804, userSessionid=15781, teamid=181, userid=1117, adID=19, adCategory=sports
2016-06-12T00:20:50, txID=17803, userSessionid=15109, teamid=10, userid=312, adID=22, adCategory=hardware
2016-06-12T00:21:16, txID=17805, userSessionid=16970, teamid=46, userid=1381, adID=17, adCategory=movies
2016-06-12T00:21:31, txID=17791, userSessionid=15657, teamid=161, userid=1440, adID=22, adCategory=hardware
2016-06-12T00:24:31, txID=17790, userSessionid=15773, teamid=179, userid=523, adID=21, adCategory=movies
2016-06-12T00:26:32, txID=17792, userSessionid=15223, teamid=49, userid=1888, adID=0, adCategory=hardware
2016-06-12T00:27:40, txID=17793, userSessionid=15333, teamid=77, userid=1308, adID=26, adCategory=sports
2016-06-12T00:29:18, txID=17788, userSessionid=15272, teamid=57, userid=1271, adID=28, adCategory=sports
2016-06-12T00:33:35, txID=17851, userSessionid=16457, teamid=208, userid=1855, adID=6, adCategory=clothing
2016-06-12T00:34:05, txID=17821, userSessionid=15074, teamid=7, userid=869, adID=15, adCategory=fashion
2016-06-12T00:34:28, txID=17829, userSessionid=15192, teamid=44, userid=842, adID=19, adCategory=sports
2016-06-12T00:36:13, txID=17842, userSessionid=15136, teamid=28, userid=1595, adID=2, adCategory=sports
2016-06-12T00:36:31, txID=17845, userSessionid=15257, teamid=56, userid=576, adID=4, adCategory=clothing
2016-06-12T00:36:40, txID=17847, userSessionid=15417, teamid=94, userid=205, adID=27, adCategory=games
2016-06-12T00:38:34, txID=17835, userSessionid=15832, teamid=192, userid=1561, adID=18, adCategory=fashion
2016-06-12T00:39:34, txID=17850, userSessionid=15833, teamid=192, userid=1249, adID=13, adCategory=hardware
2016-06-12T00:40:46, txID=17846, userSessionid=16030, teamid=45, userid=1423, adID=22, adCategory=hardware
2016-06-12T00:41:54, txID=17848, userSessionid=15541, teamid=128, userid=631, adID=24, adCategory=computers
2016-06-12T00:43:35, txID=17840, userSessionid=15182, teamid=40, userid=1674, adID=24, adCategory=computers
2016-06-12T00:45:01, txID=17852, userSessionid=15603, teamid=144, userid=116, adID=20, adCategory=sports
2016-06-12T00:45:45, txID=17843, userSessionid=15280, teamid=62, userid=637, adID=15, adCategory=fashion
2016-06-12T00:46:41, txID=17836, userSessionid=15215, teamid=48, userid=554, adID=4, adCategory=clothing
2016-06-12T00:47:40, txID=17834, userSessionid=15582, teamid=139, userid=1349, adID=1, adCategory=electronics
2016-06-12T00:47:46, txID=17837, userSessionid=15462, teamid=109, userid=602, adID=17, adCategory=movies
2016-06-12T00:51:19, txID=17822, userSessionid=15387, teamid=89, userid=513, adID=24, adCategory=computers
2016-06-12T00:51:36, txID=17830, userSessionid=15602, teamid=144, userid=1703, adID=4, adCategory=clothing
2016-06-12T00:51:36, txID=17849, userSessionid=15167, teamid=35, userid=686, adID=28, adCategory=sports
2016-06-12T00:51:56, txID=17823, userSessionid=15776, teamid=180, userid=41, adID=11, adCategory=clothing
2016-06-12T00:52:42, txID=17825, userSessionid=15544, teamid=128, userid=178, adID=23, adCategory=sports
2016-06-12T00:52:58, txID=17826, userSessionid=15273, teamid=57, userid=660, adID=12, adCategory=games
2016-06-12T00:53:04, txID=17831, userSessionid=15391, teamid=92, userid=326, adID=20, adCategory=sports
2016-06-12T00:55:56, txID=17824, userSessionid=15152, teamid=34, userid=1090, adID=24, adCategory=computers
2016-06-12T00:56:14, txID=17841, userSessionid=15581, teamid=139, userid=1667, adID=23, adCategory=sports
2016-06-12T00:57:09, txID=17832, userSessionid=15683, teamid=163, userid=1676, adID=8, adCategory=clothing
2016-06-12T00:59:50, txID=17827, userSessionid=15226, teamid=49, userid=885, adID=29, adCategory=games
2016-06-12T01:00:38, txID=17828, userSessionid=15563, teamid=129, userid=1345, adID=0, adCategory=hardware
2016-06-12T01:01:29, txID=17844, userSessionid=15646, teamid=160, userid=177, adID=8, adCategory=clothing
2016-06-12T01:01:53, txID=17820, userSessionid=15786, teamid=181, userid=1898, adID=16, adCategory=clothing
2016-06-12T01:02:15, txID=17833, userSessionid=15113, teamid=17, userid=169, adID=23, adCategory=sports
2016-06-12T01:02:43, txID=17839, userSessionid=15120, teamid=17, userid=1663, adID=0, adCategory=hardware
2016-06-12T01:02:59, txID=17838, userSessionid=15759, teamid=177, userid=1449, adID=9, adCategory=movies
2016-06-12T01:04:42, txID=17880, userSessionid=15725, teamid=174, userid=1099, adID=1, adCategory=electronics
2016-06-12T01:06:05, txID=17883, userSessionid=15759, teamid=177, userid=1449, adID=23, adCategory=sports
2016-06-12T01:06:13, txID=17882, userSessionid=15118, teamid=17, userid=950, adID=22, adCategory=hardware
2016-06-12T01:06:45, txID=17878, userSessionid=15511, teamid=118, userid=1800, adID=18, adCategory=fashion
2016-06-12T01:08:25, txID=17896, userSessionid=15659, teamid=161, userid=424, adID=5, adCategory=movies
2016-06-12T01:08:35, txID=17868, userSessionid=15732, teamid=174, userid=614, adID=3, adCategory=computers
2016-06-12T01:12:47, txID=17885, userSessionid=15241, teamid=50, userid=1155, adID=24, adCategory=computers
2016-06-12T01:13:31, txID=17884, userSessionid=15282, teamid=62, userid=1471, adID=5, adCategory=movies
2016-06-12T01:14:43, txID=17865, userSessionid=15841, teamid=196, userid=1181, adID=25, adCategory=sports
2016-06-12T01:15:34, txID=17889, userSessionid=15080, teamid=7, userid=1571, adID=10, adCategory=movies
2016-06-12T01:16:04, txID=17881, userSessionid=15506, teamid=118, userid=1088, adID=22, adCategory=hardware
2016-06-12T01:18:54, txID=17869, userSessionid=15544, teamid=128, userid=178, adID=19, adCategory=sports
2016-06-12T01:19:17, txID=17893, userSessionid=15358, teamid=84, userid=1361, adID=23, adCategory=sports
2016-06-12T01:19:24, txID=17874, userSessionid=15509, teamid=118, userid=1785, adID=18, adCategory=fashion
2016-06-12T01:20:19, txID=17873, userSessionid=15268, teamid=57, userid=1611, adID=6, adCategory=clothing
2016-06-12T01:20:28, txID=17879, userSessionid=15468, teamid=109, userid=1024, adID=19, adCategory=sports
2016-06-12T01:20:38, txID=17870, userSessionid=15234, teamid=50, userid=843, adID=27, adCategory=games
2016-06-12T01:21:18, txID=17875, userSessionid=15070, teamid=6, userid=934, adID=9, adCategory=movies
2016-06-12T01:21:47, txID=17894, userSessionid=15411, teamid=94, userid=804, adID=22, adCategory=hardware
2016-06-12T01:22:21, txID=17876, userSessionid=15080, teamid=7, userid=1571, adID=16, adCategory=clothing
2016-06-12T01:22:38, txID=17877, userSessionid=15841, teamid=196, userid=1181, adID=27, adCategory=games
2016-06-12T01:23:14, txID=17886, userSessionid=15202, teamid=46, userid=727, adID=10, adCategory=movies
2016-06-12T01:23:21, txID=17890, userSessionid=15663, teamid=162, userid=276, adID=25, adCategory=sports
2016-06-12T01:23:36, txID=17895, userSessionid=15115, teamid=17, userid=914, adID=12, adCategory=games
2016-06-12T01:23:56, txID=17897, userSessionid=15354, teamid=84, userid=652, adID=9, adCategory=movies
2016-06-12T01:24:05, txID=17888, userSessionid=15824, teamid=189, userid=259, adID=1, adCategory=electronics
2016-06-12T01:24:34, txID=17871, userSessionid=15716, teamid=173, userid=1253, adID=28, adCategory=sports
2016-06-12T01:25:00, txID=17892, userSessionid=15688, teamid=164, userid=39, adID=7, adCategory=hardware
2016-06-12T01:25:56, txID=17872, userSessionid=16929, teamid=196, userid=829, adID=24, adCategory=computers
2016-06-12T01:27:30, txID=17866, userSessionid=15152, teamid=34, userid=1090, adID=3, adCategory=computers
2016-06-12T01:28:20, txID=17867, userSessionid=15421, teamid=96, userid=1656, adID=18, adCategory=fashion
2016-06-12T01:28:28, txID=17891, userSessionid=15359, teamid=84, userid=1671, adID=4, adCategory=clothing
2016-06-12T01:32:50, txID=17887, userSessionid=15102, teamid=10, userid=1899, adID=16, adCategory=clothing
2016-06-12T01:33:22, txID=17941, userSessionid=15411, teamid=94, userid=804, adID=24, adCategory=computers
2016-06-12T01:33:26, txID=17933, userSessionid=15129, teamid=27, userid=469, adID=23, adCategory=sports
2016-06-12T01:36:17, txID=17921, userSessionid=15226, teamid=49, userid=885, adID=18, adCategory=fashion
2016-06-12T01:36:20, txID=17922, userSessionid=15582, teamid=139, userid=1349, adID=8, adCategory=clothing
2016-06-12T01:37:00, txID=17929, userSessionid=15511, teamid=118, userid=1800, adID=28, adCategory=sports
2016-06-12T01:37:56, txID=17915, userSessionid=16303, teamid=206, userid=579, adID=12, adCategory=games
2016-06-12T01:38:09, txID=17926, userSessionid=15646, teamid=160, userid=177, adID=2, adCategory=sports
2016-06-12T01:39:51, txID=17936, userSessionid=15823, teamid=189, userid=314, adID=18, adCategory=fashion
2016-06-12T01:39:57, txID=17932, userSessionid=15239, teamid=50, userid=1004, adID=17, adCategory=movies
2016-06-12T01:40:06, txID=17934, userSessionid=15825, teamid=189, userid=1687, adID=0, adCategory=hardware
2016-06-12T01:42:20, txID=17918, userSessionid=15844, teamid=196, userid=19, adID=26, adCategory=sports
2016-06-12T01:44:38, txID=17928, userSessionid=16592, teamid=177, userid=1605, adID=24, adCategory=computers
2016-06-12T01:45:49, txID=17927, userSessionid=15830, teamid=192, userid=1861, adID=16, adCategory=clothing
2016-06-12T01:46:16, txID=17945, userSessionid=15121, teamid=17, userid=1036, adID=12, adCategory=games
2016-06-12T01:47:05, txID=17944, userSessionid=15428, teamid=96, userid=1548, adID=13, adCategory=hardware
2016-06-12T01:47:13, txID=17943, userSessionid=17205, teamid=31, userid=1740, adID=8, adCategory=clothing
2016-06-12T01:48:08, txID=17939, userSessionid=15659, teamid=161, userid=424, adID=1, adCategory=electronics
2016-06-12T01:48:13, txID=17920, userSessionid=15409, teamid=94, userid=802, adID=10, adCategory=movies
2016-06-12T01:48:15, txID=17935, userSessionid=15536, teamid=122, userid=946, adID=13, adCategory=hardware
2016-06-12T01:48:54, txID=17942, userSessionid=15844, teamid=196, userid=19, adID=19, adCategory=sports
2016-06-12T01:50:50, txID=17938, userSessionid=15184, teamid=42, userid=1311, adID=14, adCategory=fashion
2016-06-12T01:52:06, txID=17917, userSessionid=15305, teamid=70, userid=299, adID=3, adCategory=computers
2016-06-12T01:53:01, txID=17937, userSessionid=15431, teamid=99, userid=1052, adID=18, adCategory=fashion
2016-06-12T01:53:15, txID=17913, userSessionid=14646, teamid=203, userid=1998, adID=12, adCategory=games
2016-06-12T01:53:59, txID=17925, userSessionid=15456, teamid=107, userid=1621, adID=21, adCategory=movies
2016-06-12T01:54:25, txID=17919, userSessionid=15239, teamid=50, userid=1004, adID=11, adCategory=clothing
2016-06-12T01:54:41, txID=17930, userSessionid=15372, teamid=88, userid=988, adID=29, adCategory=games
2016-06-12T01:56:19, txID=17924, userSessionid=15160, teamid=34, userid=1551, adID=13, adCategory=hardware
2016-06-12T01:56:32, txID=17931, userSessionid=15603, teamid=144, userid=116, adID=15, adCategory=fashion
2016-06-12T01:58:46, txID=17923, userSessionid=15673, teamid=162, userid=510, adID=9, adCategory=movies
2016-06-12T01:58:51, txID=17916, userSessionid=15411, teamid=94, userid=804, adID=24, adCategory=computers
2016-06-12T01:59:37, txID=17912, userSessionid=15518, teamid=119, userid=1798, adID=5, adCategory=movies
2016-06-12T02:01:03, txID=17940, userSessionid=17863, teamid=27, userid=1680, adID=5, adCategory=movies
2016-06-12T02:02:10, txID=17914, userSessionid=15365, teamid=84, userid=1640, adID=23, adCategory=sports
2016-06-12T02:05:02, txID=17960, userSessionid=15443, teamid=101, userid=85, adID=18, adCategory=fashion
2016-06-12T02:05:30, txID=17977, userSessionid=17151, teamid=205, userid=1979, adID=25, adCategory=sports
2016-06-12T02:06:43, txID=17968, userSessionid=15419, teamid=94, userid=103, adID=22, adCategory=hardware
2016-06-12T02:07:10, txID=17971, userSessionid=15673, teamid=162, userid=510, adID=24, adCategory=computers
2016-06-12T02:08:01, txID=17962, userSessionid=15451, teamid=106, userid=128, adID=11, adCategory=clothing
2016-06-12T02:08:38, txID=17978, userSessionid=17864, teamid=48, userid=1526, adID=27, adCategory=games
2016-06-12T02:08:51, txID=17973, userSessionid=17911, teamid=29, userid=1818, adID=11, adCategory=clothing
2016-06-12T02:10:07, txID=17966, userSessionid=15383, teamid=89, userid=666, adID=19, adCategory=sports
2016-06-12T02:10:46, txID=17959, userSessionid=15250, teamid=54, userid=1805, adID=25, adCategory=sports
2016-06-12T02:12:46, txID=17967, userSessionid=15773, teamid=179, userid=523, adID=2, adCategory=sports
2016-06-12T02:13:52, txID=17974, userSessionid=15804, teamid=185, userid=1732, adID=11, adCategory=clothing
2016-06-12T02:18:37, txID=17981, userSessionid=15616, teamid=150, userid=1085, adID=25, adCategory=sports
2016-06-12T02:18:39, txID=17975, userSessionid=15513, teamid=118, userid=249, adID=5, adCategory=movies
2016-06-12T02:18:55, txID=17969, userSessionid=15758, teamid=177, userid=776, adID=12, adCategory=games
2016-06-12T02:19:30, txID=17963, userSessionid=15228, teamid=49, userid=379, adID=4, adCategory=clothing
2016-06-12T02:21:03, txID=17972, userSessionid=15120, teamid=17, userid=1663, adID=22, adCategory=hardware
2016-06-12T02:22:23, txID=17965, userSessionid=15672, teamid=162, userid=34, adID=23, adCategory=sports
2016-06-12T02:24:35, txID=17964, userSessionid=14646, teamid=203, userid=1998, adID=23, adCategory=sports
2016-06-12T02:24:42, txID=17970, userSessionid=17524, teamid=56, userid=1647, adID=27, adCategory=games
2016-06-12T02:30:09, txID=17980, userSessionid=17744, teamid=214, userid=681, adID=26, adCategory=sports
2016-06-12T02:30:13, txID=17976, userSessionid=15051, teamid=3, userid=147, adID=23, adCategory=sports
2016-06-12T02:30:14, txID=17961, userSessionid=15651, teamid=161, userid=401, adID=6, adCategory=clothing
2016-06-12T02:30:24, txID=17979, userSessionid=15637, teamid=154, userid=618, adID=20, adCategory=sports
2016-06-12T02:33:37, txID=17993, userSessionid=15743, teamid=176, userid=1617, adID=17, adCategory=movies
2016-06-12T02:34:26, txID=18014, userSessionid=15456, teamid=107, userid=1621, adID=22, adCategory=hardware
2016-06-12T02:34:28, txID=18021, userSessionid=15430, teamid=99, userid=267, adID=18, adCategory=fashion
2016-06-12T02:35:06, txID=17999, userSessionid=17652, teamid=213, userid=1630, adID=17, adCategory=movies
2016-06-12T02:35:44, txID=18026, userSessionid=15182, teamid=40, userid=1674, adID=1, adCategory=electronics
2016-06-12T02:35:51, txID=18009, userSessionid=15633, teamid=152, userid=1814, adID=3, adCategory=computers
2016-06-12T02:36:32, txID=18007, userSessionid=15250, teamid=54, userid=1805, adID=17, adCategory=movies
2016-06-12T02:36:34, txID=18028, userSessionid=15215, teamid=48, userid=554, adID=6, adCategory=clothing
2016-06-12T02:37:43, txID=18017, userSessionid=15443, teamid=101, userid=85, adID=2, adCategory=sports
2016-06-12T02:39:06, txID=18018, userSessionid=15214, teamid=48, userid=573, adID=3, adCategory=computers
2016-06-12T02:39:16, txID=18025, userSessionid=15734, teamid=174, userid=687, adID=23, adCategory=sports
2016-06-12T02:40:09, txID=18012, userSessionid=15607, teamid=144, userid=180, adID=17, adCategory=movies
2016-06-12T02:40:47, txID=18029, userSessionid=15529, teamid=122, userid=1442, adID=13, adCategory=hardware
2016-06-12T02:41:00, txID=18000, userSessionid=15370, teamid=85, userid=642, adID=19, adCategory=sports
2016-06-12T02:41:11, txID=18019, userSessionid=17148, teamid=205, userid=84, adID=10, adCategory=movies
2016-06-12T02:41:40, txID=18024, userSessionid=15844, teamid=196, userid=19, adID=3, adCategory=computers
2016-06-12T02:42:08, txID=17998, userSessionid=15363, teamid=84, userid=1666, adID=2, adCategory=sports
2016-06-12T02:42:27, txID=18004, userSessionid=15285, teamid=62, userid=784, adID=1, adCategory=electronics
2016-06-12T02:43:06, txID=18027, userSessionid=15732, teamid=174, userid=614, adID=18, adCategory=fashion
2016-06-12T02:43:15, txID=17992, userSessionid=16735, teamid=204, userid=1055, adID=5, adCategory=movies
2016-06-12T02:43:46, txID=17995, userSessionid=15215, teamid=48, userid=554, adID=1, adCategory=electronics
2016-06-12T02:47:29, txID=18015, userSessionid=15829, teamid=192, userid=1281, adID=21, adCategory=movies
2016-06-12T02:48:07, txID=18008, userSessionid=16735, teamid=204, userid=1055, adID=9, adCategory=movies
2016-06-12T02:48:45, txID=18020, userSessionid=15637, teamid=154, userid=618, adID=19, adCategory=sports
2016-06-12T02:49:49, txID=18005, userSessionid=15295, teamid=63, userid=1310, adID=22, adCategory=hardware
2016-06-12T02:50:38, txID=18002, userSessionid=15658, teamid=161, userid=1332, adID=24, adCategory=computers
2016-06-12T02:51:55, txID=18013, userSessionid=15101, teamid=10, userid=1938, adID=6, adCategory=clothing
2016-06-12T02:52:00, txID=17996, userSessionid=15280, teamid=62, userid=637, adID=15, adCategory=fashion
2016-06-12T02:53:42, txID=18003, userSessionid=15761, teamid=177, userid=159, adID=2, adCategory=sports
2016-06-12T02:54:31, txID=18006, userSessionid=15167, teamid=35, userid=686, adID=3, adCategory=computers
2016-06-12T02:55:29, txID=18001, userSessionid=15607, teamid=144, userid=180, adID=19, adCategory=sports
2016-06-12T02:58:18, txID=18016, userSessionid=15839, teamid=196, userid=948, adID=12, adCategory=games
2016-06-12T02:58:21, txID=18011, userSessionid=15166, teamid=35, userid=308, adID=4, adCategory=clothing
2016-06-12T02:58:46, txID=18023, userSessionid=15416, teamid=94, userid=1872, adID=8, adCategory=clothing
2016-06-12T02:59:44, txID=18022, userSessionid=15080, teamid=7, userid=1571, adID=16, adCategory=clothing
2016-06-12T03:00:22, txID=17994, userSessionid=15825, teamid=189, userid=1687, adID=28, adCategory=sports
2016-06-12T03:01:47, txID=18010, userSessionid=15098, teamid=10, userid=320, adID=3, adCategory=computers
2016-06-12T03:02:43, txID=17997, userSessionid=15101, teamid=10, userid=1938, adID=6, adCategory=clothing
