userSessionid=6780, userid=1909, teamid=154, assignmentid=5514, startTimeStamp=2016-06-01T18:01:50, endTimeStamp=2016-06-06T12:33:05, team_level=1, platformType=iphone
userSessionid=8683, userid=1640, teamid=84, assignmentid=5943, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=10710, userid=921, teamid=84, assignmentid=10376, startTimeStamp=2016-06-08T06:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8684, userid=1886, teamid=85, assignmentid=5143, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8685, userid=1541, teamid=88, assignmentid=5722, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8686, userid=988, teamid=88, assignmentid=5720, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8687, userid=1723, teamid=88, assignmentid=5717, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=9309, userid=64, teamid=88, assignmentid=6971, startTimeStamp=2016-06-07T04:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=10594, userid=1531, teamid=88, assignmentid=10209, startTimeStamp=2016-06-08T04:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8688, userid=1581, teamid=89, assignmentid=5997, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8689, userid=1801, teamid=89, assignmentid=5999, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8690, userid=1837, teamid=89, assignmentid=5818, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8691, userid=970, teamid=89, assignmentid=5994, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8692, userid=256, teamid=89, assignmentid=5829, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8693, userid=1119, teamid=89, assignmentid=5814, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8694, userid=1527, teamid=89, assignmentid=5817, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8695, userid=666, teamid=89, assignmentid=6005, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8696, userid=1467, teamid=89, assignmentid=6003, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8697, userid=1828, teamid=89, assignmentid=5828, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8698, userid=1698, teamid=89, assignmentid=5816, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8699, userid=513, teamid=89, assignmentid=5815, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8700, userid=565, teamid=89, assignmentid=5819, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=10595, userid=1757, teamid=89, assignmentid=6002, startTimeStamp=2016-06-08T04:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8701, userid=1777, teamid=92, assignmentid=5800, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8702, userid=326, teamid=92, assignmentid=5927, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8703, userid=373, teamid=92, assignmentid=5926, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8704, userid=1200, teamid=92, assignmentid=5923, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8705, userid=1075, teamid=92, assignmentid=5922, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8706, userid=1821, teamid=92, assignmentid=5925, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8707, userid=1582, teamid=92, assignmentid=5919, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8708, userid=1229, teamid=92, assignmentid=5921, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8709, userid=374, teamid=92, assignmentid=5797, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8710, userid=1563, teamid=92, assignmentid=5801, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8711, userid=1157, teamid=92, assignmentid=5924, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8712, userid=1100, teamid=92, assignmentid=5798, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8713, userid=1796, teamid=92, assignmentid=5928, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=9164, userid=1460, teamid=92, assignmentid=5918, startTimeStamp=2016-06-07T01:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8714, userid=1869, teamid=94, assignmentid=5744, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=linux
userSessionid=8715, userid=1261, teamid=94, assignmentid=5752, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8716, userid=1468, teamid=94, assignmentid=5750, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8717, userid=900, teamid=94, assignmentid=5516, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8718, userid=911, teamid=94, assignmentid=5739, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8719, userid=802, teamid=94, assignmentid=5742, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8720, userid=31, teamid=94, assignmentid=5518, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8721, userid=804, teamid=94, assignmentid=5749, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8722, userid=752, teamid=94, assignmentid=5747, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8723, userid=352, teamid=94, assignmentid=5745, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8724, userid=1895, teamid=94, assignmentid=5519, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8725, userid=1832, teamid=94, assignmentid=5517, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8726, userid=1872, teamid=94, assignmentid=5741, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8727, userid=205, teamid=94, assignmentid=5740, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=10624, userid=202, teamid=94, assignmentid=5515, startTimeStamp=2016-06-08T05:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8728, userid=701, teamid=96, assignmentid=5910, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8729, userid=1656, teamid=96, assignmentid=5902, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8730, userid=533, teamid=96, assignmentid=5913, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8731, userid=520, teamid=96, assignmentid=5909, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8732, userid=902, teamid=96, assignmentid=5912, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8733, userid=362, teamid=96, assignmentid=5908, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8734, userid=463, teamid=96, assignmentid=5907, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8735, userid=281, teamid=96, assignmentid=5904, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8736, userid=1548, teamid=96, assignmentid=5914, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8737, userid=91, teamid=99, assignmentid=5402, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8739, userid=267, teamid=99, assignmentid=5401, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=linux
userSessionid=8740, userid=1052, teamid=99, assignmentid=5175, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8741, userid=146, teamid=99, assignmentid=5955, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8742, userid=1312, teamid=99, assignmentid=5185, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8743, userid=1678, teamid=99, assignmentid=5182, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8744, userid=545, teamid=99, assignmentid=5187, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8745, userid=76, teamid=99, assignmentid=5397, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8746, userid=677, teamid=99, assignmentid=5183, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=10418, userid=534, teamid=99, assignmentid=5179, startTimeStamp=2016-06-08T00:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8747, userid=1738, teamid=101, assignmentid=5876, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8748, userid=1669, teamid=101, assignmentid=5871, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8749, userid=1878, teamid=101, assignmentid=5878, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8750, userid=668, teamid=101, assignmentid=5879, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=10079, userid=85, teamid=101, assignmentid=9623, startTimeStamp=2016-06-07T18:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8751, userid=915, teamid=105, assignmentid=5363, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8752, userid=650, teamid=105, assignmentid=5364, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8753, userid=35, teamid=105, assignmentid=5362, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8754, userid=899, teamid=106, assignmentid=5413, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8755, userid=844, teamid=106, assignmentid=5411, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8756, userid=128, teamid=106, assignmentid=5414, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8757, userid=1987, teamid=106, assignmentid=5415, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8758, userid=1621, teamid=107, assignmentid=5027, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8759, userid=675, teamid=107, assignmentid=5023, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8760, userid=1069, teamid=109, assignmentid=6047, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=linux
userSessionid=8761, userid=1346, teamid=109, assignmentid=6053, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8762, userid=1556, teamid=109, assignmentid=6044, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8763, userid=602, teamid=109, assignmentid=6052, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8764, userid=57, teamid=109, assignmentid=6037, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8765, userid=1919, teamid=109, assignmentid=6043, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8766, userid=1145, teamid=109, assignmentid=6039, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8767, userid=170, teamid=109, assignmentid=6042, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8768, userid=1649, teamid=109, assignmentid=6045, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8769, userid=1024, teamid=109, assignmentid=6050, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8770, userid=467, teamid=109, assignmentid=6169, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8771, userid=446, teamid=109, assignmentid=6046, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8772, userid=561, teamid=109, assignmentid=6041, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8773, userid=253, teamid=109, assignmentid=6051, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8774, userid=1270, teamid=109, assignmentid=6168, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8775, userid=1279, teamid=109, assignmentid=6054, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8776, userid=1198, teamid=109, assignmentid=6991, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=10951, userid=428, teamid=109, assignmentid=10324, startTimeStamp=2016-06-08T10:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8777, userid=1147, teamid=114, assignmentid=5703, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8778, userid=124, teamid=114, assignmentid=5694, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8779, userid=710, teamid=114, assignmentid=5696, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=linux
userSessionid=8780, userid=82, teamid=114, assignmentid=5687, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8781, userid=1465, teamid=114, assignmentid=5153, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8782, userid=410, teamid=114, assignmentid=5158, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8783, userid=1935, teamid=114, assignmentid=5159, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8784, userid=815, teamid=114, assignmentid=5530, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8785, userid=1862, teamid=114, assignmentid=5698, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8786, userid=678, teamid=114, assignmentid=5161, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8787, userid=1597, teamid=114, assignmentid=5147, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8788, userid=850, teamid=114, assignmentid=5685, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8789, userid=845, teamid=114, assignmentid=5149, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8790, userid=1574, teamid=114, assignmentid=5145, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8791, userid=1592, teamid=114, assignmentid=5146, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8792, userid=1081, teamid=114, assignmentid=5156, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8793, userid=1064, teamid=114, assignmentid=5693, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8794, userid=821, teamid=114, assignmentid=5697, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8795, userid=1118, teamid=115, assignmentid=5050, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=9822, userid=798, teamid=115, assignmentid=7564, startTimeStamp=2016-06-07T13:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8796, userid=547, teamid=118, assignmentid=5230, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8797, userid=1231, teamid=118, assignmentid=5235, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8798, userid=1704, teamid=118, assignmentid=5229, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8799, userid=1960, teamid=118, assignmentid=5241, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8800, userid=1088, teamid=118, assignmentid=5237, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8801, userid=880, teamid=118, assignmentid=5234, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8802, userid=454, teamid=118, assignmentid=5238, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8803, userid=1785, teamid=118, assignmentid=5225, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8804, userid=1758, teamid=118, assignmentid=5227, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=linux
userSessionid=8805, userid=1800, teamid=118, assignmentid=5236, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8806, userid=361, teamid=118, assignmentid=5239, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=10889, userid=249, teamid=118, assignmentid=7068, startTimeStamp=2016-06-08T09:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8807, userid=223, teamid=119, assignmentid=5769, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8808, userid=1956, teamid=119, assignmentid=7347, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=9666, userid=62, teamid=119, assignmentid=8248, startTimeStamp=2016-06-07T10:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=9960, userid=345, teamid=119, assignmentid=9610, startTimeStamp=2016-06-07T16:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8809, userid=941, teamid=121, assignmentid=6105, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8810, userid=1005, teamid=121, assignmentid=6103, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8811, userid=192, teamid=121, assignmentid=6104, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8812, userid=1707, teamid=121, assignmentid=6108, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=9823, userid=1245, teamid=121, assignmentid=8356, startTimeStamp=2016-06-07T13:03:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8813, userid=347, teamid=122, assignmentid=6188, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8814, userid=1030, teamid=122, assignmentid=6185, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8815, userid=700, teamid=122, assignmentid=6179, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8816, userid=942, teamid=122, assignmentid=6192, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8817, userid=1442, teamid=122, assignmentid=6180, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8818, userid=1204, teamid=122, assignmentid=6177, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8819, userid=36, teamid=122, assignmentid=5135, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8820, userid=165, teamid=122, assignmentid=6184, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8821, userid=964, teamid=122, assignmentid=5136, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8822, userid=1025, teamid=122, assignmentid=6181, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=linux
userSessionid=8823, userid=37, teamid=122, assignmentid=5134, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=mac
userSessionid=8824, userid=946, teamid=122, assignmentid=6187, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8825, userid=1922, teamid=122, assignmentid=6183, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8826, userid=53, teamid=128, assignmentid=5443, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8827, userid=682, teamid=128, assignmentid=5333, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8828, userid=631, teamid=128, assignmentid=5336, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8829, userid=688, teamid=128, assignmentid=5453, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8830, userid=936, teamid=128, assignmentid=5330, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
userSessionid=8831, userid=178, teamid=128, assignmentid=5332, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=windows
userSessionid=8832, userid=1224, teamid=128, assignmentid=5334, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=android
userSessionid=8833, userid=287, teamid=128, assignmentid=5451, startTimeStamp=2016-06-06T23:33:05, endTimeStamp=2016-06-08T16:03:05, team_level=2, platformType=iphone
